日期,中国国债收益率2年,中国国债收益率5年,中国国债收益率10年,中国国债收益率30年,美国国债收益率10年
2022-12-26,1.997,3.545,4.698,4.843,475.988
2022-12-27,1.999,3.585,4.721,4.834,477.37
2022-12-28,1.983,3.583,4.765,4.881,477.858
2022-12-29,2.0,3.563,4.778,4.868,479.825
2022-12-30,1.998,3.581,4.776,4.817,480.097
2023-01-02,2.001,3.582,4.732,4.812,473.904
2023-01-03,2.011,3.606,4.729,4.826,470.597
2023-01-04,1.979,3.591,4.623,4.884,473.651
2023-01-05,2.021,3.583,4.696,4.911,476.092
2023-01-06,2.02,3.591,4.725,4.952,475.423
2023-01-09,2.006,3.61,4.698,4.919,478.132
2023-01-10,1.991,3.656,4.631,4.931,480.484
2023-01-11,2.012,3.631,4.629,4.901,480.842
2023-01-12,2.036,3.646,4.601,4.912,476.867
2023-01-13,2.063,3.651,4.633,4.95,473.019
2023-01-16,2.065,3.604,4.636,4.93,473.73
2023-01-17,2.057,3.556,4.644,4.981,475.089
2023-01-18,2.082,3.549,4.681,4.934,480.612
2023-01-19,2.09,3.569,4.67,4.887,479.531
2023-01-20,2.079,3.561,4.599,4.895,477.319
2023-01-23,2.063,3.563,4.575,4.905,481.329
2023-01-24,2.075,3.601,4.62,4.907,483.537
2023-01-25,2.091,3.6,4.589,4.875,482.839
2023-01-26,2.064,3.615,4.57,4.892,487.263
2023-01-27,2.064,3.603,4.533,4.889,486.905
2023-01-30,2.08,3.625,4.54,4.937,490.391
2023-01-31,2.059,3.591,4.568,4.932,491.013
2023-02-01,2.073,3.553,4.554,4.985,487.766
2023-02-02,2.078,3.564,4.539,5.042,481.955
2023-02-03,2.07,3.616,4.524,5.043,483.444
2023-02-06,2.087,3.59,4.521,5.021,478.749
2023-02-07,2.095,3.502,4.529,5.083,486.208
2023-02-08,2.066,3.521,4.592,5.084,484.47
2023-02-09,2.064,3.569,4.548,5.038,482.065
2023-02-10,2.079,3.601,4.494,4.995,482.238
2023-02-13,2.068,3.567,4.466,5.051,482.14
2023-02-14,2.077,3.57,4.438,5.031,479.623
2023-02-15,2.082,3.576,4.436,5.071,479.384
2023-02-16,2.077,3.598,4.395,5.07,482.078
2023-02-17,2.087,3.644,4.395,5.148,477.698
2023-02-20,2.086,3.663,4.429,5.127,476.624
2023-02-21,2.05,3.681,4.412,5.104,473.709
2023-02-22,2.033,3.701,4.447,5.145,473.461
2023-02-23,2.022,3.699,4.481,5.136,474.64
2023-02-24,2.053,3.647,4.497,5.164,473.81
2023-02-27,2.042,3.635,4.564,5.149,476.377
2023-02-28,2.055,3.647,4.537,5.181,474.447
2023-03-01,2.08,3.666,4.518,5.169,475.7
2023-03-02,2.075,3.63,4.527,5.213,476.292
2023-03-03,2.076,3.602,4.569,5.175,475.715
2023-03-06,2.063,3.596,4.614,5.265,474.071
2023-03-07,2.063,3.612,4.589,5.226,473.225
2023-03-08,2.059,3.63,4.597,5.245,478.607
2023-03-09,2.044,3.621,4.621,5.199,480.378
2023-03-10,2.058,3.628,4.585,5.182,484.321
2023-03-13,2.057,3.626,4.653,5.202,483.547
2023-03-14,2.073,3.639,4.637,5.179,486.966
2023-03-15,2.062,3.595,4.657,5.206,485.0
2023-03-16,2.056,3.594,4.69,5.218,483.128
2023-03-17,2.048,3.592,4.665,5.276,481.727
2023-03-20,2.044,3.587,4.638,5.325,480.052
2023-03-21,2.035,3.607,4.563,5.277,478.357
2023-03-22,2.041,3.66,4.548,5.306,480.199
2023-03-23,2.069,3.677,4.565,5.314,478.373
2023-03-24,2.052,3.648,4.553,5.255,481.65
2023-03-27,2.085,3.646,4.526,5.262,486.539
2023-03-28,2.099,3.672,4.558,5.269,493.461
2023-03-29,2.077,3.719,4.588,5.362,494.747
2023-03-30,2.076,3.708,4.6,5.397,494.636
2023-03-31,2.102,3.721,4.59,5.422,497.034
2023-04-03,2.097,3.721,4.6,5.441,493.394
2023-04-04,2.104,3.703,4.603,5.486,495.837
2023-04-05,2.114,3.675,4.571,5.479,491.862
2023-04-06,2.105,3.655,4.654,5.488,492.489
2023-04-07,2.11,3.683,4.619,5.452,488.148
2023-04-10,2.108,3.683,4.614,5.464,490.706
2023-04-11,2.097,3.663,4.614,5.406,488.145
2023-04-12,2.095,3.689,4.59,5.509,488.893
2023-04-13,2.109,3.669,4.609,5.51,492.495
2023-04-14,2.11,3.631,4.59,5.505,492.463
2023-04-17,2.103,3.625,4.638,5.539,495.565
2023-04-18,2.099,3.621,4.56,5.522,490.949
2023-04-19,2.065,3.646,4.562,5.56,487.446
2023-04-20,2.085,3.589,4.565,5.58,488.801
2023-04-21,2.062,3.552,4.504,5.604,486.557
2023-04-24,2.057,3.528,4.551,5.678,485.21
2023-04-25,2.058,3.544,4.523,5.721,488.734
2023-04-26,2.065,3.518,4.513,5.728,487.826
2023-04-27,2.084,3.5,4.519,5.67,487.56
2023-04-28,2.089,3.441,4.466,5.635,487.669
2023-05-01,2.113,3.444,4.461,5.635,484.079
2023-05-02,2.118,3.484,4.496,5.642,479.036
2023-05-03,2.117,3.486,4.497,5.541,475.83
2023-05-04,2.107,3.544,4.472,5.514,477.594
2023-05-05,2.084,3.595,4.487,5.493,477.589
2023-05-08,2.098,3.58,4.469,5.513,477.047
2023-05-09,2.099,3.54,4.422,5.484,473.671
2023-05-10,2.072,3.554,4.439,5.567,472.918
2023-05-11,2.072,3.629,4.528,5.609,473.159
2023-05-12,2.074,3.642,4.518,5.568,473.682
2023-05-15,2.053,3.65,4.594,5.671,473.496
2023-05-16,2.044,3.622,4.532,5.642,477.121
2023-05-17,2.034,3.623,4.54,5.579,477.68
2023-05-18,2.047,3.66,4.51,5.679,476.346
2023-05-19,2.039,3.651,4.536,5.693,481.988
2023-05-22,2.04,3.616,4.515,5.724,479.492
2023-05-23,2.027,3.643,4.513,5.691,482.745
2023-05-24,2.03,3.647,4.514,5.671,479.222
2023-05-25,2.049,3.622,4.498,5.643,479.308
2023-05-26,2.079,3.573,4.499,5.677,479.051
2023-05-29,2.059,3.586,4.537,5.71,481.718
2023-05-30,2.079,3.582,4.517,5.747,480.39
2023-05-31,2.079,3.577,4.49,5.779,484.293
2023-06-01,2.097,3.6,4.44,5.785,485.728
2023-06-02,2.078,3.581,4.488,5.953,486.703
2023-06-05,2.08,3.585,4.486,5.959,488.548
2023-06-06,2.076,3.576,4.508,5.925,487.812
2023-06-07,2.074,3.625,4.495,5.916,491.688
2023-06-08,2.065,3.648,4.56,5.917,488.971
2023-06-09,2.049,3.597,4.594,5.906,486.337
2023-06-12,2.046,3.612,4.607,5.914,486.647
2023-06-13,2.036,3.592,4.586,5.825,487.634
2023-06-14,2.024,3.572,4.594,5.861,493.258
2023-06-15,2.014,3.579,4.587,5.975,490.038
2023-06-16,2.027,3.574,4.605,5.943,488.071
2023-06-19,2.035,3.567,4.641,5.924,486.694
2023-06-20,2.052,3.539,4.591,5.976,484.449
2023-06-21,2.061,3.507,4.561,5.922,487.797
2023-06-22,2.076,3.455,4.525,5.92,490.068
2023-06-23,2.074,3.479,4.562,5.898,490.643
2023-06-26,2.069,3.453,4.535,5.906,498.147
2023-06-27,2.092,3.424,4.508,5.945,497.79
2023-06-28,2.077,3.406,4.506,5.939,495.986
2023-06-29,2.126,3.445,4.547,5.908,496.64
2023-06-30,2.16,3.508,4.511,5.88,495.03
2023-07-03,2.177,3.562,4.502,5.846,495.769
2023-07-04,2.182,3.554,4.471,5.967,499.463
2023-07-05,2.173,3.545,4.521,5.908,502.753
2023-07-06,2.143,3.538,4.512,5.953,494.503
2023-07-07,2.151,3.533,4.519,5.938,490.941
2023-07-10,2.141,3.495,4.545,5.875,492.422
2023-07-11,2.14,3.534,4.537,5.885,496.028
2023-07-12,2.137,3.592,4.546,5.889,494.531
2023-07-13,2.13,3.573,4.614,5.932,490.539
2023-07-14,2.151,3.58,4.68,6.036,497.977
2023-07-17,2.161,3.585,4.672,6.038,494.242
2023-07-18,2.176,3.586,4.604,6.073,494.522
2023-07-19,2.193,3.626,4.59,6.092,495.025
2023-07-20,2.182,3.539,4.671,6.045,495.33
2023-07-21,2.2,3.572,4.708,6.05,496.155
2023-07-24,2.202,3.507,4.713,6.062,497.436
2023-07-25,2.202,3.453,4.726,6.12,498.29
2023-07-26,2.184,3.411,4.78,6.054,493.756
2023-07-27,2.188,3.415,4.744,6.049,492.406
2023-07-28,2.186,3.391,4.774,6.007,492.519
2023-07-31,2.194,3.385,4.739,5.95,492.308
2023-08-01,2.184,3.365,4.672,5.937,493.509
2023-08-02,2.207,3.334,4.721,5.963,489.511
2023-08-03,2.205,3.359,4.783,5.95,489.873
2023-08-04,2.217,3.391,4.82,5.951,492.902
2023-08-07,2.205,3.415,4.801,5.969,490.834
2023-08-08,2.203,3.402,4.825,5.975,492.64
2023-08-09,2.21,3.379,4.772,5.933,487.698
2023-08-10,2.195,3.335,4.756,5.974,489.397
2023-08-11,2.214,3.354,4.791,5.929,489.762
2023-08-14,2.208,3.309,4.805,5.933,489.051
2023-08-15,2.19,3.309,4.702,5.899,487.174
2023-08-16,2.2,3.287,4.634,5.896,485.846
2023-08-17,2.206,3.237,4.625,5.833,486.137
2023-08-18,2.25,3.227,4.611,5.818,488.357
2023-08-21,2.263,3.233,4.597,5.846,485.442
2023-08-22,2.306,3.279,4.584,5.797,486.619
2023-08-23,2.296,3.294,4.602,5.839,485.212
2023-08-24,2.285,3.313,4.616,5.822,480.285
2023-08-25,2.316,3.349,4.626,5.839,478.735
2023-08-28,2.311,3.373,4.577,5.862,474.33
2023-08-29,2.285,3.361,4.533,5.852,475.912
2023-08-30,2.272,3.356,4.523,5.866,476.514
2023-08-31,2.269,3.301,4.564,5.812,475.866
2023-09-01,2.269,3.306,4.541,5.844,480.189
2023-09-04,2.27,3.278,4.533,5.804,482.308
2023-09-05,2.256,3.249,4.539,5.867,480.977
2023-09-06,2.256,3.205,4.521,5.95,481.556
2023-09-07,2.239,3.175,4.473,5.985,481.959
2023-09-08,2.244,3.138,4.468,6.022,485.852
2023-09-11,2.228,3.156,4.448,6.014,487.448
2023-09-12,2.209,3.155,4.463,6.048,491.972
2023-09-13,2.196,3.151,4.469,6.028,488.976
2023-09-14,2.182,3.137,4.491,6.071,490.375
2023-09-15,2.171,3.143,4.457,6.05,491.565
2023-09-18,2.182,3.156,4.497,6.015,496.139
2023-09-19,2.185,3.182,4.504,5.981,497.03
2023-09-20,2.193,3.19,4.512,6.076,498.316
2023-09-21,2.22,3.182,4.46,6.108,501.495
2023-09-22,2.252,3.195,4.461,6.049,508.03
2023-09-25,2.291,3.204,4.462,6.046,504.486
2023-09-26,2.274,3.199,4.521,6.034,502.244
2023-09-27,2.273,3.164,4.52,6.072,501.878
2023-09-28,2.267,3.156,4.503,6.103,502.145
2023-09-29,2.268,3.179,4.504,6.204,499.904
2023-10-02,2.253,3.168,4.544,6.229,498.438
2023-10-03,2.282,3.161,4.532,6.257,494.06
2023-10-04,2.262,3.217,4.499,6.239,496.285
2023-10-05,2.252,3.22,4.472,6.279,497.47
2023-10-06,2.238,3.237,4.46,6.414,498.931
2023-10-09,2.209,3.234,4.465,6.491,499.265
2023-10-10,2.202,3.209,4.435,6.586,499.467
2023-10-11,2.183,3.204,4.448,6.645,505.259
2023-10-12,2.159,3.218,4.467,6.55,498.486
2023-10-13,2.171,3.188,4.477,6.561,500.305
2023-10-16,2.197,3.188,4.492,6.62,499.816
2023-10-17,2.19,3.149,4.434,6.589,500.658
2023-10-18,2.223,3.174,4.44,6.608,495.89
2023-10-19,2.226,3.145,4.464,6.669,501.51
2023-10-20,2.192,3.178,4.421,6.589,501.182
2023-10-23,2.211,3.171,4.49,6.57,500.43
2023-10-24,2.221,3.14,4.421,6.648,500.585
2023-10-25,2.232,3.138,4.401,6.61,501.453
2023-10-26,2.219,3.169,4.412,6.576,500.5
2023-10-27,2.21,3.143,4.368,6.565,502.403
2023-10-30,2.187,3.137,4.4,6.551,500.955
2023-10-31,2.189,3.109,4.38,6.578,504.694
2023-11-01,2.197,3.118,4.391,6.609,497.931
2023-11-02,2.195,3.157,4.377,6.614,498.836
2023-11-03,2.175,3.143,4.337,6.719,504.014
2023-11-06,2.179,3.139,4.335,6.618,503.528
2023-11-07,2.195,3.115,4.337,6.549,504.306
2023-11-08,2.201,3.134,4.345,6.559,501.435
2023-11-09,2.189,3.185,4.36,6.492,495.533
2023-11-10,2.175,3.182,4.368,6.497,488.303
2023-11-13,2.154,3.157,4.383,6.439,487.753
2023-11-14,2.17,3.125,4.315,6.376,489.787
2023-11-15,2.183,3.163,4.353,6.378,490.589
2023-11-16,2.196,3.188,4.349,6.403,491.134
2023-11-17,2.202,3.229,4.305,6.378,493.253
2023-11-20,2.197,3.241,4.262,6.356,495.134
2023-11-21,2.211,3.232,4.312,6.31,499.307
2023-11-22,2.199,3.234,4.274,6.31,503.199
2023-11-23,2.167,3.242,4.233,6.396,507.36
2023-11-24,2.172,3.213,4.268,6.302,505.155
2023-11-27,2.184,3.232,4.295,6.323,506.927
2023-11-28,2.187,3.22,4.34,6.374,504.415
2023-11-29,2.203,3.198,4.353,6.373,508.085
2023-11-30,2.223,3.196,4.422,6.411,510.406
2023-12-01,2.218,3.189,4.441,6.4,503.035
2023-12-04,2.218,3.161,4.476,6.395,502.486
2023-12-05,2.217,3.131,4.487,6.427,499.146
2023-12-06,2.211,3.147,4.47,6.457,505.342
2023-12-07,2.206,3.16,4.456,6.415,505.966
2023-12-08,2.226,3.214,4.446,6.4,512.678
2023-12-11,2.223,3.204,4.405,6.385,512.809
2023-12-12,2.233,3.191,4.422,6.361,516.845
2023-12-13,2.238,3.214,4.448,6.324,518.222
2023-12-14,2.224,3.224,4.463,6.345,523.137
2023-12-15,2.194,3.277,4.464,6.305,522.226
2023-12-18,2.2,3.29,4.502,6.315,520.722
2023-12-19,2.199,3.283,4.523,6.324,521.825
2023-12-20,2.181,3.25,4.475,6.382,524.583
2023-12-21,2.204,3.239,4.471,6.433,521.203
2023-12-22,2.206,3.254,4.455,6.418,524.108
2023-12-25,2.227,3.258,4.467,6.389,523.437
2023-12-26,2.211,3.293,4.524,6.353,519.698
2023-12-27,2.195,3.268,4.565,6.365,520.635
2023-12-28,2.195,3.259,4.554,6.328,516.657
2023-12-29,2.176,3.181,4.528,6.406,514.047
2024-01-01,2.179,3.145,4.568,6.355,509.929
2024-01-02,2.17,3.14,4.564,6.314,512.011
2024-01-03,2.17,3.123,4.556,6.282,516.417
2024-01-04,2.169,3.161,4.547,6.285,512.849
2024-01-05,2.156,3.205,4.529,6.286,513.762
2024-01-08,2.152,3.236,4.476,6.296,518.183
2024-01-09,2.162,3.239,4.433,6.298,515.198
2024-01-10,2.156,3.225,4.45,6.345,515.959
2024-01-11,2.144,3.25,4.429,6.45,517.897
2024-01-12,2.161,3.222,4.433,6.417,517.716
2024-01-15,2.152,3.237,4.467,6.407,523.858
2024-01-16,2.164,3.215,4.382,6.413,518.006
2024-01-17,2.157,3.243,4.329,6.468,519.408
2024-01-18,2.162,3.223,4.338,6.501,520.977
2024-01-19,2.148,3.211,4.379,6.536,527.894
2024-01-22,2.133,3.224,4.384,6.666,531.595
2024-01-23,2.134,3.226,4.339,6.633,531.945
2024-01-24,2.131,3.246,4.352,6.64,530.012
2024-01-25,2.114,3.252,4.33,6.64,537.195
2024-01-26,2.09,3.273,4.321,6.612,539.058
2024-01-29,2.046,3.292,4.31,6.603,541.836
2024-01-30,2.03,3.269,4.316,6.658,541.207
2024-01-31,2.04,3.297,4.29,6.708,544.71
2024-02-01,2.026,3.284,4.289,6.61,542.448
2024-02-02,2.035,3.259,4.273,6.707,540.852
2024-02-05,2.04,3.243,4.277,6.651,540.332
2024-02-06,2.024,3.272,4.281,6.603,539.842
2024-02-07,2.02,3.281,4.273,6.552,544.712
2024-02-08,2.023,3.265,4.301,6.676,542.993
2024-02-09,2.005,3.261,4.314,6.706,539.495
2024-02-12,1.998,3.253,4.314,6.716,539.705
2024-02-13,2.015,3.222,4.33,6.75,542.949
2024-02-14,2.016,3.28,4.282,6.771,548.367
2024-02-15,2.037,3.298,4.333,6.841,546.029
2024-02-16,2.031,3.303,4.348,6.871,549.265
2024-02-19,2.024,3.292,4.325,6.946,548.426
2024-02-20,2.027,3.297,4.314,6.949,548.966
2024-02-21,2.029,3.249,4.286,6.83,544.821
2024-02-22,2.069,3.314,4.278,6.773,549.204
2024-02-23,2.093,3.324,4.269,6.744,551.147
2024-02-26,2.095,3.29,4.306,6.605,556.404
2024-02-27,2.079,3.23,4.308,6.644,552.586
2024-02-28,2.076,3.25,4.339,6.63,550.727
2024-02-29,2.081,3.264,4.322,6.623,547.712
2024-03-01,2.075,3.292,4.297,6.61,542.709
2024-03-04,2.058,3.328,4.291,6.516,538.865
2024-03-05,2.049,3.322,4.286,6.529,539.818
2024-03-06,2.038,3.325,4.314,6.507,542.553
2024-03-07,2.057,3.357,4.337,6.531,549.393
2024-03-08,2.086,3.364,4.326,6.623,545.182
2024-03-11,2.092,3.365,4.319,6.574,542.779
2024-03-12,2.105,3.372,4.344,6.564,549.422
2024-03-13,2.099,3.399,4.356,6.568,548.046
2024-03-14,2.122,3.413,4.389,6.482,549.12
2024-03-15,2.128,3.382,4.367,6.466,554.203
2024-03-18,2.129,3.368,4.423,6.482,551.989
2024-03-19,2.127,3.399,4.392,6.462,552.537
2024-03-20,2.112,3.361,4.368,6.515,559.521
2024-03-21,2.123,3.332,4.326,6.569,551.484
2024-03-22,2.102,3.284,4.332,6.608,554.341
2024-03-25,2.098,3.231,4.356,6.641,558.956
2024-03-26,2.101,3.295,4.383,6.622,560.369
2024-03-27,2.114,3.291,4.399,6.672,557.95
2024-03-28,2.127,3.326,4.418,6.617,560.346
2024-03-29,2.113,3.334,4.43,6.633,557.808
2024-04-01,2.123,3.349,4.443,6.605,557.46
2024-04-02,2.136,3.385,4.422,6.55,558.235
2024-04-03,2.149,3.327,4.463,6.564,557.479
2024-04-04,2.14,3.369,4.489,6.528,557.443
2024-04-05,2.128,3.377,4.472,6.55,558.909
2024-04-08,2.141,3.403,4.461,6.596,560.232
2024-04-09,2.133,3.407,4.463,6.613,563.817
2024-04-10,2.145,3.403,4.5,6.659,562.793
2024-04-11,2.147,3.355,4.505,6.693,564.371
2024-04-12,2.152,3.35,4.547,6.705,560.63
2024-04-15,2.146,3.344,4.598,6.689,558.017
2024-04-16,2.165,3.294,4.61,6.736,560.171
2024-04-17,2.168,3.258,4.65,6.832,561.143
2024-04-18,2.171,3.249,4.689,6.889,564.723
2024-04-19,2.185,3.248,4.727,6.873,563.42
2024-04-22,2.21,3.253,4.74,6.742,559.034
2024-04-23,2.217,3.273,4.789,6.777,560.238
2024-04-24,2.238,3.296,4.883,6.733,557.004
2024-04-25,2.258,3.278,4.897,6.751,558.331
2024-04-26,2.25,3.301,4.847,6.732,559.106
2024-04-29,2.231,3.322,4.845,6.652,552.974
2024-04-30,2.22,3.322,4.829,6.696,561.127
2024-05-01,2.221,3.302,4.794,6.667,562.334
2024-05-02,2.192,3.323,4.792,6.705,563.186
2024-05-03,2.176,3.302,4.803,6.731,564.97
2024-05-06,2.176,3.319,4.776,6.702,565.261
2024-05-07,2.181,3.357,4.784,6.711,564.719
2024-05-08,2.155,3.377,4.768,6.72,569.135
2024-05-09,2.149,3.367,4.835,6.794,569.082
2024-05-10,2.12,3.354,4.836,6.822,568.581
2024-05-13,2.14,3.362,4.781,6.841,569.771
2024-05-14,2.145,3.38,4.742,6.803,575.596
2024-05-15,2.138,3.389,4.673,6.821,569.572
2024-05-16,2.133,3.418,4.694,6.808,561.932
2024-05-17,2.145,3.482,4.73,6.843,563.437
2024-05-20,2.116,3.469,4.751,6.915,559.607
2024-05-21,2.096,3.503,4.745,7.007,559.211
2024-05-22,2.096,3.54,4.75,7.092,559.727
2024-05-23,2.101,3.542,4.716,7.076,556.16
2024-05-24,2.096,3.512,4.716,7.047,558.338
2024-05-27,2.061,3.521,4.721,6.988,557.224
2024-05-28,2.05,3.457,4.787,6.975,559.315
2024-05-29,2.038,3.467,4.802,7.014,555.051
2024-05-30,2.008,3.492,4.763,7.017,557.53
2024-05-31,1.975,3.531,4.795,7.114,555.585
2024-06-03,1.968,3.519,4.853,6.996,563.006
2024-06-04,1.946,3.519,4.882,6.953,563.67
2024-06-05,1.94,3.578,4.883,7.019,565.724
2024-06-06,1.942,3.569,4.928,7.057,569.458
2024-06-07,1.919,3.6,4.862,7.188,564.396
2024-06-10,1.923,3.552,4.87,7.105,563.94
2024-06-11,1.922,3.516,4.793,7.115,562.406
2024-06-12,1.909,3.507,4.728,7.183,556.777
2024-06-13,1.92,3.519,4.654,7.155,555.506
2024-06-14,1.934,3.519,4.62,7.074,555.989
2024-06-17,1.929,3.536,4.659,7.036,559.191
2024-06-18,1.922,3.52,4.701,7.059,561.884
2024-06-19,1.918,3.531,4.694,6.994,560.398
2024-06-20,1.876,3.534,4.665,6.916,565.953
2024-06-21,1.866,3.542,4.689,6.928,568.051
2024-06-24,1.857,3.567,4.683,6.992,572.112
2024-06-25,1.849,3.615,4.662,7.0,572.572
2024-06-26,1.841,3.564,4.709,6.967,570.409
2024-06-27,1.83,3.526,4.756,6.989,569.574
2024-06-28,1.849,3.507,4.8,7.05,562.924
2024-07-01,1.851,3.514,4.85,7.109,560.668
2024-07-02,1.856,3.573,4.941,7.116,556.256
2024-07-03,1.865,3.567,4.878,7.14,556.65
2024-07-04,1.879,3.544,4.912,7.175,560.247
2024-07-05,1.889,3.524,4.919,7.109,555.462
2024-07-08,1.89,3.532,4.996,7.098,553.851
2024-07-09,1.865,3.566,5.029,7.108,560.998
2024-07-10,1.873,3.604,5.05,7.17,559.883
2024-07-11,1.882,3.599,5.095,7.251,557.276
2024-07-12,1.873,3.637,5.08,7.243,552.645
2024-07-15,1.862,3.635,5.034,7.307,551.544
2024-07-16,1.836,3.649,5.094,7.258,554.267
2024-07-17,1.838,3.636,5.059,7.233,554.273
2024-07-18,1.828,3.642,5.051,7.169,558.956
2024-07-19,1.816,3.647,4.946,7.145,563.144
2024-07-22,1.82,3.652,4.934,7.049,563.991
2024-07-23,1.8,3.673,4.955,6.967,562.455
2024-07-24,1.795,3.684,4.935,6.943,568.255
2024-07-25,1.799,3.706,4.927,6.832,571.388
2024-07-26,1.808,3.732,4.959,6.736,572.891
2024-07-29,1.817,3.685,4.96,6.736,573.999
2024-07-30,1.821,3.663,4.996,6.655,571.604
2024-07-31,1.798,3.626,4.979,6.652,577.486
2024-08-01,1.813,3.616,4.994,6.639,581.725
2024-08-02,1.812,3.623,4.972,6.6,586.334
2024-08-05,1.799,3.609,4.988,6.517,583.148
2024-08-06,1.782,3.64,4.994,6.583,584.747
2024-08-07,1.783,3.627,4.958,6.663,581.768
2024-08-08,1.776,3.663,4.898,6.711,585.514
2024-08-09,1.793,3.645,4.948,6.7,581.867
2024-08-12,1.8,3.624,4.939,6.7,579.831
2024-08-13,1.815,3.626,4.915,6.764,583.126
2024-08-14,1.809,3.675,4.92,6.8,577.616
2024-08-15,1.814,3.683,4.934,6.863,578.643
2024-08-16,1.826,3.656,4.972,6.8,581.147
2024-08-19,1.823,3.647,4.945,6.761,580.157
2024-08-20,1.805,3.654,4.975,6.708,578.745
2024-08-21,1.804,3.619,4.969,6.662,582.579
2024-08-22,1.811,3.615,5.022,6.649,583.257
2024-08-23,1.797,3.616,4.999,6.581,581.177
2024-08-26,1.798,3.593,4.924,6.534,585.013
2024-08-27,1.792,3.611,4.882,6.593,582.489
2024-08-28,1.793,3.577,4.945,6.607,586.165
2024-08-29,1.781,3.572,4.995,6.693,584.425
2024-08-30,1.773,3.567,4.951,6.715,580.864
2024-09-02,1.775,3.581,4.944,6.686,581.047
2024-09-03,1.763,3.592,4.981,6.656,582.377
2024-09-04,1.75,3.53,4.971,6.612,581.987
2024-09-05,1.732,3.586,4.957,6.665,583.852
2024-09-06,1.737,3.559,4.979,6.684,592.044
2024-09-09,1.75,3.547,4.99,6.713,591.49
2024-09-10,1.747,3.555,5.022,6.674,592.709
2024-09-11,1.738,3.567,4.997,6.763,590.04
2024-09-12,1.743,3.631,5.055,6.759,592.029
2024-09-13,1.76,3.621,5.043,6.833,589.691
2024-09-16,1.72,3.6,5.078,6.754,585.515
2024-09-17,1.731,3.585,5.165,6.743,585.624
2024-09-18,1.72,3.603,5.133,6.932,584.727
2024-09-19,1.729,3.604,5.152,6.931,583.967
2024-09-20,1.73,3.553,5.051,6.831,584.885
2024-09-23,1.716,3.538,5.127,6.851,578.744
2024-09-24,1.694,3.515,5.064,6.81,577.964
2024-09-25,1.674,3.502,5.011,6.801,582.196
2024-09-26,1.694,3.517,5.022,6.734,580.934
2024-09-27,1.694,3.455,5.074,6.721,576.93
2024-09-30,1.686,3.462,5.032,6.777,584.635
2024-10-01,1.688,3.539,5.064,6.741,581.922
2024-10-02,1.69,3.522,5.073,6.708,586.369
2024-10-03,1.69,3.523,5.032,6.66,589.629
2024-10-04,1.686,3.567,5.033,6.704,586.645
2024-10-07,1.667,3.544,5.097,6.803,585.862
2024-10-08,1.649,3.583,5.08,6.804,586.608
2024-10-09,1.663,3.569,5.075,6.853,580.497
2024-10-10,1.659,3.598,5.053,6.862,577.658
2024-10-11,1.658,3.585,5.017,6.877,580.855
2024-10-14,1.644,3.547,4.985,6.846,584.412
2024-10-15,1.655,3.569,5.045,6.795,592.631
2024-10-16,1.645,3.609,5.038,6.764,593.939
2024-10-17,1.644,3.66,5.034,6.838,589.32
2024-10-18,1.645,3.698,5.02,6.816,588.228
2024-10-21,1.632,3.729,4.992,6.704,591.011
2024-10-22,1.634,3.727,5.015,6.761,591.371
2024-10-23,1.638,3.745,5.042,6.753,590.528
2024-10-24,1.643,3.741,5.07,6.819,590.221
2024-10-25,1.634,3.672,5.088,6.76,587.204
2024-10-28,1.632,3.683,5.119,6.772,574.646
2024-10-29,1.646,3.624,5.154,6.789,575.888
2024-10-30,1.66,3.632,5.161,6.731,577.861
2024-10-31,1.659,3.665,5.162,6.659,574.756
2024-11-01,1.67,3.691,5.234,6.578,574.261
2024-11-04,1.682,3.689,5.318,6.542,574.088
2024-11-05,1.681,3.723,5.328,6.623,577.09
2024-11-06,1.696,3.719,5.336,6.609,579.132
2024-11-07,1.699,3.718,5.279,6.645,579.02
2024-11-08,1.678,3.728,5.226,6.631,582.082
2024-11-11,1.715,3.736,5.158,6.595,583.776
2024-11-12,1.699,3.739,5.137,6.579,578.388
2024-11-13,1.695,3.807,5.146,6.589,574.899
2024-11-14,1.692,3.796,5.134,6.554,575.855
2024-11-15,1.679,3.836,5.125,6.609,579.239
2024-11-18,1.677,3.875,5.149,6.522,580.671
2024-11-19,1.676,3.804,5.158,6.462,585.897
2024-11-20,1.661,3.787,5.078,6.426,580.808
2024-11-21,1.671,3.795,5.143,6.47,581.394
2024-11-22,1.696,3.771,5.159,6.389,580.967
2024-11-25,1.705,3.782,5.141,6.335,575.583
2024-11-26,1.719,3.782,5.133,6.328,577.333
2024-11-27,1.731,3.719,5.096,6.307,572.565
2024-11-28,1.724,3.78,5.053,6.277,565.089
2024-11-29,1.747,3.823,5.042,6.3,563.666
2024-12-02,1.76,3.808,5.045,6.308,570.669
2024-12-03,1.772,3.775,5.047,6.242,570.61
2024-12-04,1.8,3.753,5.035,6.215,567.79
2024-12-05,1.819,3.75,5.079,6.191,568.006
2024-12-06,1.822,3.758,5.121,6.132,568.824
2024-12-09,1.828,3.778,5.06,6.105,566.298
2024-12-10,1.85,3.747,5.038,6.132,566.287
2024-12-11,1.865,3.827,5.002,6.117,569.249
2024-12-12,1.847,3.902,4.978,6.125,568.386
2024-12-13,1.874,3.89,4.982,6.09,573.632
2024-12-16,1.891,3.862,4.949,6.123,580.201
